-599.690	0.084	11636334cytbx_znh10_0425
-599.669	0.084	11636332cytbx_znh8_0270
-599.669	0.090	11636336cytbx_znh12_0032
-599.607	0.086	11636336cytbx_znh12_0173
-599.600	0.089	11636339cytbx_znh15_0141
-599.565	0.091	11636328cytbx_znh4_0442
-599.539	0.089	11636317cytbx_znh20_0117
-599.462	0.067	11636333cytbx_znh9_0270
-599.453	0.070	11636338cytbx_znh14_0140
-599.448	0.072	11636317cytbx_znh20_0407
-599.437	0.080	11636342cytbx_znh18_0002
-599.427	0.082	11636339cytbx_znh15_0107
-599.426	0.088	11636325cytbx_znh1_0151
-599.424	0.088	11636341cytbx_znh17_0204
-599.408	0.095	11636338cytbx_znh14_0415
-599.396	0.095	11636333cytbx_znh9_0211
-599.392	0.129	11636342cytbx_znh18_0421
-599.382	0.086	11636334cytbx_znh10_0354
-599.346	0.087	11636317cytbx_znh20_0478
-599.332	0.070	11636331cytbx_znh7_0422
-599.330	0.083	11636334cytbx_znh10_0277
-599.274	0.090	11636325cytbx_znh1_0179
-599.260	0.083	11636342cytbx_znh18_0171
-599.205	0.080	11636326cytbx_znh2_0010
-599.204	0.080	11636328cytbx_znh4_0355
-599.175	0.106	11636342cytbx_znh18_0056
-599.135	0.083	11636317cytbx_znh20_0174
-599.127	0.088	11636326cytbx_znh2_0428
-599.092	0.086	11636330cytbx_znh6_0025
-599.069	0.083	11636325cytbx_znh1_0025
-599.065	0.095	11636331cytbx_znh7_0280
-599.039	0.079	11636332cytbx_znh8_0013
-599.030	0.086	11636317cytbx_znh20_0247
-599.020	0.095	11636317cytbx_znh20_0464
-599.013	0.093	11636330cytbx_znh6_0343
-599.012	0.078	11636326cytbx_znh2_0041
-598.988	0.089	11636342cytbx_znh18_0128
-598.970	0.090	11636334cytbx_znh10_0003
-598.953	0.091	11636340cytbx_znh16_0334
-598.915	0.090	11636340cytbx_znh16_0003
-598.912	0.093	11636343cytbx_znh19_0351
-598.896	0.083	11636317cytbx_znh20_0500
-598.890	0.094	11636317cytbx_znh20_0346
-598.886	0.087	11636338cytbx_znh14_0023
-598.873	0.079	11636317cytbx_znh20_0317
-598.804	0.081	11636338cytbx_znh14_0138
-598.782	0.096	11636334cytbx_znh10_0406
-598.771	0.092	11636343cytbx_znh19_0079
-598.766	0.087	11636337cytbx_znh13_0262
-598.748	0.095	11636340cytbx_znh16_0245
-598.716	0.091	11636330cytbx_znh6_0035
-598.716	0.091	11636336cytbx_znh12_0334
-598.638	0.081	11636330cytbx_znh6_0308
-598.635	0.094	11636343cytbx_znh19_0107
-598.621	0.086	11636341cytbx_znh17_0370
-598.618	0.095	11636342cytbx_znh18_0080
-598.559	0.087	11636337cytbx_znh13_0142
-598.493	0.079	11636337cytbx_znh13_0212
-598.491	0.087	11636325cytbx_znh1_0047
-598.451	0.087	11636339cytbx_znh15_0496
-598.441	0.100	11636341cytbx_znh17_0043
-598.425	0.084	11636337cytbx_znh13_0222
-598.375	0.089	11636326cytbx_znh2_0356
-598.370	0.088	11636343cytbx_znh19_0001
-598.352	0.096	11636334cytbx_znh10_0007
-598.338	0.092	11636340cytbx_znh16_0386
-598.333	0.086	11636342cytbx_znh18_0029
-598.331	0.094	11636336cytbx_znh12_0061
-598.313	0.088	11636337cytbx_znh13_0127
-598.286	0.093	11636336cytbx_znh12_0202
-598.268	0.084	11636338cytbx_znh14_0008
-598.258	0.074	11636343cytbx_znh19_0226
-598.258	0.079	11636340cytbx_znh16_0351
-598.253	0.093	11636341cytbx_znh17_0437
-598.241	0.079	11636317cytbx_znh20_0179
-598.236	0.105	11636328cytbx_znh4_0327
-598.191	0.089	11636328cytbx_znh4_0473
-598.187	0.095	11636331cytbx_znh7_0063
-598.185	0.092	11636325cytbx_znh1_0184
-598.167	0.096	11636334cytbx_znh10_0242
-598.147	0.097	11636325cytbx_znh1_0205
-598.122	0.088	11636334cytbx_znh10_0101
-598.095	0.093	11636328cytbx_znh4_0287
-598.074	0.085	11636339cytbx_znh15_0494
-598.055	0.094	11636343cytbx_znh19_0164
-598.051	0.095	11636326cytbx_znh2_0426
-598.044	0.086	11636333cytbx_znh9_0446
-598.043	0.089	11636326cytbx_znh2_0177
-598.038	0.096	11636326cytbx_znh2_0496
-598.022	0.083	11636338cytbx_znh14_0489
-598.020	0.073	11636340cytbx_znh16_0042
-597.987	0.105	11636333cytbx_znh9_0222
-597.967	0.103	11636333cytbx_znh9_0160
-597.966	0.082	11636331cytbx_znh7_0390
-597.956	0.098	11636339cytbx_znh15_0489
-597.940	0.084	11636340cytbx_znh16_0253
-597.939	0.085	11636342cytbx_znh18_0187
-597.934	0.095	11636333cytbx_znh9_0087
-597.912	0.094	11636317cytbx_znh20_0265
-597.892	0.091	11636343cytbx_znh19_0234
-597.890	0.097	11636332cytbx_znh8_0401
-597.861	0.085	11636337cytbx_znh13_0158
-597.861	0.095	11636326cytbx_znh2_0489
-597.842	0.078	11636317cytbx_znh20_0438
-597.826	0.086	11636331cytbx_znh7_0215
-597.821	0.090	11636338cytbx_znh14_0004
-597.812	0.098	11636339cytbx_znh15_0030
-597.806	0.096	11636342cytbx_znh18_0036
-597.798	0.094	11636325cytbx_znh1_0413
